"race","income","icon","gender","familyType","education"
"white","inc225250",0,"man","singlewithDependent","someCollege"
"black","inc225250",0,"man","singlewithDependent","someCollege"
"latino","inc225250",0,"man","singlewithDependent","someCollege"
"other","inc225250",0,"man","singlewithDependent","someCollege"
"white","inc225250",0,"woman","singlewithDependent","someCollege"
"black","inc225250",0,"woman","singlewithDependent","someCollege"
"latino","inc225250",0,"woman","singlewithDependent","someCollege"
"other","inc225250",0,"woman","singlewithDependent","someCollege"
"white","inc225250",0,"man","Couple","someCollege"
"black","inc225250",0,"man","Couple","someCollege"
"latino","inc225250",0,"man","Couple","someCollege"
"other","inc225250",0,"man","Couple","someCollege"
"white","inc225250",1,"woman","Couple","someCollege"
"black","inc225250",0,"woman","Couple","someCollege"
"latino","inc225250",0,"woman","Couple","someCollege"
"other","inc225250",0,"woman","Couple","someCollege"
"white","inc225250",0,"man","single","BA"
"black","inc225250",0,"man","single","BA"
"latino","inc225250",0,"man","single","BA"
"other","inc225250",0,"man","single","BA"
"white","inc225250",0,"woman","single","BA"
"black","inc225250",0,"woman","single","BA"
"latino","inc225250",0,"woman","single","BA"
"other","inc225250",0,"woman","single","BA"
"white","inc225250",0,"man","singlewithDependent","BA"
"black","inc225250",0,"man","singlewithDependent","BA"
"latino","inc225250",0,"man","singlewithDependent","BA"
"other","inc225250",0,"man","singlewithDependent","BA"
"white","inc225250",0,"woman","singlewithDependent","BA"
"black","inc225250",1,"woman","singlewithDependent","BA"
"latino","inc225250",0,"woman","singlewithDependent","BA"
"other","inc225250",0,"woman","singlewithDependent","BA"
"white","inc225250",3,"man","Couple","BA"
"black","inc225250",0,"man","Couple","BA"
"latino","inc225250",0,"man","Couple","BA"
"other","inc225250",1,"man","Couple","BA"
"white","inc225250",3,"woman","Couple","BA"
"black","inc225250",0,"woman","Couple","BA"
"latino","inc225250",0,"woman","Couple","BA"
"other","inc225250",1,"woman","Couple","BA"
"white","inc225250",0,"man","single","grad"
"black","inc225250",0,"man","single","grad"
"latino","inc225250",0,"man","single","grad"
"other","inc225250",0,"man","single","grad"
"white","inc225250",0,"woman","single","grad"
"black","inc225250",0,"woman","single","grad"
"latino","inc225250",0,"woman","single","grad"
"other","inc225250",0,"woman","single","grad"
"white","inc225250",0,"man","singlewithDependent","grad"
"black","inc225250",0,"man","singlewithDependent","grad"
"latino","inc225250",0,"man","singlewithDependent","grad"
"other","inc225250",0,"man","singlewithDependent","grad"
"white","inc225250",0,"woman","singlewithDependent","grad"
"black","inc225250",0,"woman","singlewithDependent","grad"
"latino","inc225250",0,"woman","singlewithDependent","grad"
"other","inc225250",0,"woman","singlewithDependent","grad"
"white","inc225250",1,"man","Couple","grad"
"black","inc225250",0,"man","Couple","grad"
"latino","inc225250",0,"man","Couple","grad"
"other","inc225250",0,"man","Couple","grad"
"white","inc225250",0,"woman","Couple","grad"
"black","inc225250",0,"woman","Couple","grad"
"latino","inc225250",0,"woman","Couple","grad"
"other","inc225250",0,"woman","Couple","grad"
"white","inc250275",0,"man","single","noHS"
"black","inc250275",0,"man","single","noHS"
"latino","inc250275",0,"man","single","noHS"
"other","inc250275",0,"man","single","noHS"
"white","inc250275",0,"woman","single","noHS"
"black","inc250275",0,"woman","single","noHS"
"latino","inc250275",0,"woman","single","noHS"
"other","inc250275",0,"woman","single","noHS"
"white","inc250275",0,"man","singlewithDependent","noHS"
"black","inc250275",0,"man","singlewithDependent","noHS"
"latino","inc250275",0,"man","singlewithDependent","noHS"
"other","inc250275",0,"man","singlewithDependent","noHS"
"white","inc250275",0,"woman","singlewithDependent","noHS"
"black","inc250275",0,"woman","singlewithDependent","noHS"
"latino","inc250275",0,"woman","singlewithDependent","noHS"
"other","inc250275",0,"woman","singlewithDependent","noHS"
"white","inc250275",0,"man","Couple","noHS"
"black","inc250275",0,"man","Couple","noHS"
"latino","inc250275",0,"man","Couple","noHS"
"other","inc250275",0,"man","Couple","noHS"
"white","inc250275",0,"woman","Couple","noHS"
"black","inc250275",0,"woman","Couple","noHS"
"latino","inc250275",0,"woman","Couple","noHS"
"other","inc250275",0,"woman","Couple","noHS"
"white","inc250275",0,"man","single","HS"
"black","inc250275",0,"man","single","HS"
"latino","inc250275",0,"man","single","HS"
"other","inc250275",0,"man","single","HS"
"white","inc250275",0,"woman","single","HS"
"black","inc250275",0,"woman","single","HS"
"latino","inc250275",0,"woman","single","HS"
"other","inc250275",0,"woman","single","HS"
"white","inc250275",0,"man","singlewithDependent","HS"
"black","inc250275",0,"man","singlewithDependent","HS"
"latino","inc250275",0,"man","singlewithDependent","HS"
"other","inc250275",0,"man","singlewithDependent","HS"
"white","inc250275",0,"woman","singlewithDependent","HS"
"black","inc250275",0,"woman","singlewithDependent","HS"
"latino","inc250275",0,"woman","singlewithDependent","HS"
"other","inc250275",0,"woman","singlewithDependent","HS"
"white","inc250275",0,"man","Couple","HS"
"black","inc250275",0,"man","Couple","HS"
"latino","inc250275",0,"man","Couple","HS"
"other","inc250275",0,"man","Couple","HS"
"white","inc250275",0,"woman","Couple","HS"
"black","inc250275",0,"woman","Couple","HS"
"latino","inc250275",0,"woman","Couple","HS"
"other","inc250275",0,"woman","Couple","HS"
"white","inc250275",0,"man","single","someCollege"
"black","inc250275",0,"man","single","someCollege"
"latino","inc250275",0,"man","single","someCollege"
"other","inc250275",0,"man","single","someCollege"
"white","inc250275",0,"woman","single","someCollege"
"black","inc250275",0,"woman","single","someCollege"
"latino","inc250275",0,"woman","single","someCollege"
"other","inc250275",0,"woman","single","someCollege"
"white","inc250275",0,"man","singlewithDependent","someCollege"
"black","inc250275",0,"man","singlewithDependent","someCollege"
"latino","inc250275",0,"man","singlewithDependent","someCollege"
"other","inc250275",0,"man","singlewithDependent","someCollege"
"white","inc250275",0,"woman","singlewithDependent","someCollege"
"black","inc250275",0,"woman","singlewithDependent","someCollege"
"latino","inc250275",0,"woman","singlewithDependent","someCollege"
"other","inc250275",0,"woman","singlewithDependent","someCollege"
"white","inc250275",0,"man","Couple","someCollege"
"black","inc250275",0,"man","Couple","someCollege"
"latino","inc250275",0,"man","Couple","someCollege"
"other","inc250275",0,"man","Couple","someCollege"
"white","inc250275",0,"woman","Couple","someCollege"
"black","inc250275",0,"woman","Couple","someCollege"
"latino","inc250275",0,"woman","Couple","someCollege"
"other","inc250275",0,"woman","Couple","someCollege"
"white","inc250275",0,"man","single","BA"
"black","inc250275",0,"man","single","BA"
"latino","inc250275",0,"man","single","BA"
"other","inc250275",0,"man","single","BA"
"white","inc250275",0,"woman","single","BA"
"black","inc250275",0,"woman","single","BA"
"latino","inc250275",0,"woman","single","BA"
"other","inc250275",0,"woman","single","BA"
"white","inc250275",0,"man","singlewithDependent","BA"
"black","inc250275",0,"man","singlewithDependent","BA"
"latino","inc250275",0,"man","singlewithDependent","BA"
"other","inc250275",0,"man","singlewithDependent","BA"
"white","inc250275",0,"woman","singlewithDependent","BA"
"black","inc250275",0,"woman","singlewithDependent","BA"
"latino","inc250275",0,"woman","singlewithDependent","BA"
"other","inc250275",0,"woman","singlewithDependent","BA"
"white","inc250275",1,"man","Couple","BA"
"black","inc250275",0,"man","Couple","BA"
"latino","inc250275",0,"man","Couple","BA"
"other","inc250275",0,"man","Couple","BA"
"white","inc250275",1,"woman","Couple","BA"
"black","inc250275",0,"woman","Couple","BA"
"latino","inc250275",0,"woman","Couple","BA"
"other","inc250275",0,"woman","Couple","BA"
"white","inc250275",1,"man","single","grad"
"black","inc250275",0,"man","single","grad"
"latino","inc250275",0,"man","single","grad"
"other","inc250275",0,"man","single","grad"
"white","inc250275",0,"woman","single","grad"
"black","inc250275",0,"woman","single","grad"
"latino","inc250275",0,"woman","single","grad"
"other","inc250275",0,"woman","single","grad"
"white","inc250275",0,"man","singlewithDependent","grad"
"black","inc250275",0,"man","singlewithDependent","grad"
"latino","inc250275",0,"man","singlewithDependent","grad"
"other","inc250275",0,"man","singlewithDependent","grad"
"white","inc250275",0,"woman","singlewithDependent","grad"
"black","inc250275",0,"woman","singlewithDependent","grad"
"latino","inc250275",0,"woman","singlewithDependent","grad"
"other","inc250275",0,"woman","singlewithDependent","grad"
"white","inc250275",2,"man","Couple","grad"
"black","inc250275",0,"man","Couple","grad"
"latino","inc250275",1,"man","Couple","grad"
"other","inc250275",0,"man","Couple","grad"
"white","inc250275",2,"woman","Couple","grad"
"black","inc250275",0,"woman","Couple","grad"
"latino","inc250275",1,"woman","Couple","grad"
"other","inc250275",0,"woman","Couple","grad"
"white","inc275300",0,"man","single","noHS"
"black","inc275300",0,"man","single","noHS"
"latino","inc275300",0,"man","single","noHS"
"other","inc275300",0,"man","single","noHS"
"white","inc275300",0,"woman","single","noHS"
"black","inc275300",0,"woman","single","noHS"
"latino","inc275300",0,"woman","single","noHS"
"other","inc275300",0,"woman","single","noHS"
"white","inc275300",0,"man","singlewithDependent","noHS"
"black","inc275300",0,"man","singlewithDependent","noHS"
"latino","inc275300",0,"man","singlewithDependent","noHS"
"other","inc275300",0,"man","singlewithDependent","noHS"
"white","inc275300",0,"woman","singlewithDependent","noHS"
"black","inc275300",0,"woman","singlewithDependent","noHS"
"latino","inc275300",0,"woman","singlewithDependent","noHS"
"other","inc275300",0,"woman","singlewithDependent","noHS"
"white","inc275300",0,"man","Couple","noHS"
"black","inc275300",0,"man","Couple","noHS"
"latino","inc275300",0,"man","Couple","noHS"
"other","inc275300",0,"man","Couple","noHS"
"white","inc275300",0,"woman","Couple","noHS"
"black","inc275300",0,"woman","Couple","noHS"
"latino","inc275300",0,"woman","Couple","noHS"
"other","inc275300",0,"woman","Couple","noHS"
"white","inc275300",0,"man","single","HS"
"black","inc275300",0,"man","single","HS"
"latino","inc275300",0,"man","single","HS"
"other","inc275300",0,"man","single","HS"
"white","inc275300",0,"woman","single","HS"
"black","inc275300",0,"woman","single","HS"
"latino","inc275300",0,"woman","single","HS"
"other","inc275300",0,"woman","single","HS"
"white","inc275300",0,"man","singlewithDependent","HS"
"black","inc275300",0,"man","singlewithDependent","HS"
"latino","inc275300",0,"man","singlewithDependent","HS"
"other","inc275300",0,"man","singlewithDependent","HS"
"white","inc275300",0,"woman","singlewithDependent","HS"
"black","inc275300",0,"woman","singlewithDependent","HS"
"latino","inc275300",0,"woman","singlewithDependent","HS"
"other","inc275300",0,"woman","singlewithDependent","HS"
"white","inc275300",0,"man","Couple","HS"
"black","inc275300",0,"man","Couple","HS"
"latino","inc275300",0,"man","Couple","HS"
"other","inc275300",0,"man","Couple","HS"
"white","inc275300",0,"woman","Couple","HS"
"black","inc275300",0,"woman","Couple","HS"
"latino","inc275300",0,"woman","Couple","HS"
"other","inc275300",0,"woman","Couple","HS"
"white","inc275300",0,"man","single","someCollege"
"black","inc275300",0,"man","single","someCollege"
"latino","inc275300",0,"man","single","someCollege"
"other","inc275300",0,"man","single","someCollege"
"white","inc275300",0,"woman","single","someCollege"
"black","inc275300",0,"woman","single","someCollege"
"latino","inc275300",0,"woman","single","someCollege"
"other","inc275300",0,"woman","single","someCollege"
"white","inc275300",0,"man","singlewithDependent","someCollege"
"black","inc275300",0,"man","singlewithDependent","someCollege"
"latino","inc275300",0,"man","singlewithDependent","someCollege"
"other","inc275300",0,"man","singlewithDependent","someCollege"
"white","inc275300",0,"woman","singlewithDependent","someCollege"
"black","inc275300",0,"woman","singlewithDependent","someCollege"
"latino","inc275300",0,"woman","singlewithDependent","someCollege"
"other","inc275300",0,"woman","singlewithDependent","someCollege"
"white","inc275300",0,"man","Couple","someCollege"
"black","inc275300",0,"man","Couple","someCollege"
"latino","inc275300",0,"man","Couple","someCollege"
"other","inc275300",0,"man","Couple","someCollege"
"white","inc275300",0,"woman","Couple","someCollege"
"black","inc275300",0,"woman","Couple","someCollege"
"latino","inc275300",0,"woman","Couple","someCollege"
"other","inc275300",0,"woman","Couple","someCollege"
"white","inc275300",0,"man","single","BA"
"black","inc275300",0,"man","single","BA"
"latino","inc275300",0,"man","single","BA"
"other","inc275300",0,"man","single","BA"
"white","inc275300",0,"woman","single","BA"
"black","inc275300",0,"woman","single","BA"
"latino","inc275300",0,"woman","single","BA"
"other","inc275300",0,"woman","single","BA"
"white","inc275300",0,"man","singlewithDependent","BA"
"black","inc275300",0,"man","singlewithDependent","BA"
"latino","inc275300",0,"man","singlewithDependent","BA"
"other","inc275300",0,"man","singlewithDependent","BA"
"white","inc275300",0,"woman","singlewithDependent","BA"
"black","inc275300",0,"woman","singlewithDependent","BA"
"latino","inc275300",0,"woman","singlewithDependent","BA"
"other","inc275300",0,"woman","singlewithDependent","BA"
"white","inc275300",0,"man","Couple","BA"
"black","inc275300",0,"man","Couple","BA"
"latino","inc275300",0,"man","Couple","BA"
"other","inc275300",0,"man","Couple","BA"
"white","inc275300",1,"woman","Couple","BA"
"black","inc275300",0,"woman","Couple","BA"
"latino","inc275300",0,"woman","Couple","BA"
"other","inc275300",0,"woman","Couple","BA"
"white","inc275300",0,"man","single","grad"
"black","inc275300",0,"man","single","grad"
"latino","inc275300",0,"man","single","grad"
"other","inc275300",0,"man","single","grad"
"white","inc275300",0,"woman","single","grad"
"black","inc275300",0,"woman","single","grad"
"latino","inc275300",0,"woman","single","grad"
"other","inc275300",0,"woman","single","grad"
"white","inc275300",0,"man","singlewithDependent","grad"
"black","inc275300",0,"man","singlewithDependent","grad"
"latino","inc275300",0,"man","singlewithDependent","grad"
"other","inc275300",0,"man","singlewithDependent","grad"
"white","inc275300",0,"woman","singlewithDependent","grad"
"black","inc275300",0,"woman","singlewithDependent","grad"
"latino","inc275300",0,"woman","singlewithDependent","grad"
"other","inc275300",0,"woman","singlewithDependent","grad"
"white","inc275300",2,"man","Couple","grad"
"black","inc275300",0,"man","Couple","grad"
"latino","inc275300",0,"man","Couple","grad"
"other","inc275300",0,"man","Couple","grad"
"white","inc275300",1,"woman","Couple","grad"
"black","inc275300",0,"woman","Couple","grad"
"latino","inc275300",0,"woman","Couple","grad"
"other","inc275300",0,"woman","Couple","grad"
"white","inc300325",0,"man","single","noHS"
"black","inc300325",0,"man","single","noHS"
"latino","inc300325",0,"man","single","noHS"
"other","inc300325",0,"man","single","noHS"
"white","inc300325",0,"woman","single","noHS"
"black","inc300325",0,"woman","single","noHS"
"latino","inc300325",0,"woman","single","noHS"
"other","inc300325",0,"woman","single","noHS"
"white","inc300325",0,"man","singlewithDependent","noHS"
"black","inc300325",0,"man","singlewithDependent","noHS"
"latino","inc300325",0,"man","singlewithDependent","noHS"
"other","inc300325",0,"man","singlewithDependent","noHS"
"white","inc300325",0,"woman","singlewithDependent","noHS"
"black","inc300325",0,"woman","singlewithDependent","noHS"
"latino","inc300325",0,"woman","singlewithDependent","noHS"
"other","inc300325",0,"woman","singlewithDependent","noHS"
"white","inc300325",0,"man","Couple","noHS"
"black","inc300325",0,"man","Couple","noHS"
"latino","inc300325",0,"man","Couple","noHS"
"other","inc300325",0,"man","Couple","noHS"
"white","inc300325",0,"woman","Couple","noHS"
"black","inc300325",0,"woman","Couple","noHS"
"latino","inc300325",0,"woman","Couple","noHS"
"other","inc300325",0,"woman","Couple","noHS"
"white","inc300325",0,"man","single","HS"
"black","inc300325",0,"man","single","HS"
"latino","inc300325",0,"man","single","HS"
"other","inc300325",0,"man","single","HS"
"white","inc300325",0,"woman","single","HS"
"black","inc300325",0,"woman","single","HS"
"latino","inc300325",0,"woman","single","HS"
"other","inc300325",0,"woman","single","HS"
"white","inc300325",0,"man","singlewithDependent","HS"
"black","inc300325",0,"man","singlewithDependent","HS"
"latino","inc300325",0,"man","singlewithDependent","HS"
"other","inc300325",0,"man","singlewithDependent","HS"
"white","inc300325",0,"woman","singlewithDependent","HS"
"black","inc300325",0,"woman","singlewithDependent","HS"
"latino","inc300325",0,"woman","singlewithDependent","HS"
"other","inc300325",0,"woman","singlewithDependent","HS"
"white","inc300325",0,"man","Couple","HS"
"black","inc300325",0,"man","Couple","HS"
"latino","inc300325",0,"man","Couple","HS"
"other","inc300325",0,"man","Couple","HS"
"white","inc300325",0,"woman","Couple","HS"
"black","inc300325",0,"woman","Couple","HS"
"latino","inc300325",0,"woman","Couple","HS"
"other","inc300325",0,"woman","Couple","HS"
"white","inc300325",0,"man","single","someCollege"
"black","inc300325",0,"man","single","someCollege"
"latino","inc300325",0,"man","single","someCollege"
"other","inc300325",0,"man","single","someCollege"
"white","inc300325",0,"woman","single","someCollege"
"black","inc300325",0,"woman","single","someCollege"
"latino","inc300325",0,"woman","single","someCollege"
"other","inc300325",0,"woman","single","someCollege"
"white","inc300325",0,"man","singlewithDependent","someCollege"
"black","inc300325",0,"man","singlewithDependent","someCollege"
"latino","inc300325",0,"man","singlewithDependent","someCollege"
"other","inc300325",0,"man","singlewithDependent","someCollege"
"white","inc300325",0,"woman","singlewithDependent","someCollege"
"black","inc300325",0,"woman","singlewithDependent","someCollege"
"latino","inc300325",0,"woman","singlewithDependent","someCollege"
"other","inc300325",0,"woman","singlewithDependent","someCollege"
"white","inc300325",0,"man","Couple","someCollege"
"black","inc300325",0,"man","Couple","someCollege"
"latino","inc300325",1,"man","Couple","someCollege"
"other","inc300325",0,"man","Couple","someCollege"
"white","inc300325",0,"woman","Couple","someCollege"
"black","inc300325",0,"woman","Couple","someCollege"
"latino","inc300325",0,"woman","Couple","someCollege"
"other","inc300325",0,"woman","Couple","someCollege"
"white","inc300325",0,"man","single","BA"
"black","inc300325",0,"man","single","BA"
"latino","inc300325",0,"man","single","BA"
"other","inc300325",0,"man","single","BA"
"white","inc300325",0,"woman","single","BA"
"black","inc300325",0,"woman","single","BA"
"latino","inc300325",0,"woman","single","BA"
"other","inc300325",0,"woman","single","BA"
"white","inc300325",0,"man","singlewithDependent","BA"
"black","inc300325",0,"man","singlewithDependent","BA"
"latino","inc300325",0,"man","singlewithDependent","BA"
"other","inc300325",0,"man","singlewithDependent","BA"
"white","inc300325",0,"woman","singlewithDependent","BA"
"black","inc300325",0,"woman","singlewithDependent","BA"
"latino","inc300325",0,"woman","singlewithDependent","BA"
"other","inc300325",0,"woman","singlewithDependent","BA"
"white","inc300325",0,"man","Couple","BA"
"black","inc300325",0,"man","Couple","BA"
"latino","inc300325",0,"man","Couple","BA"
"other","inc300325",0,"man","Couple","BA"
"white","inc300325",0,"woman","Couple","BA"
"black","inc300325",0,"woman","Couple","BA"
"latino","inc300325",1,"woman","Couple","BA"
"other","inc300325",0,"woman","Couple","BA"
"white","inc300325",0,"man","single","grad"
"black","inc300325",0,"man","single","grad"
"latino","inc300325",0,"man","single","grad"
"other","inc300325",0,"man","single","grad"
"white","inc300325",0,"woman","single","grad"
"black","inc300325",0,"woman","single","grad"
"latino","inc300325",0,"woman","single","grad"
"other","inc300325",0,"woman","single","grad"
"white","inc300325",0,"man","singlewithDependent","grad"
"black","inc300325",0,"man","singlewithDependent","grad"
"latino","inc300325",0,"man","singlewithDependent","grad"
"other","inc300325",0,"man","singlewithDependent","grad"
"white","inc300325",0,"woman","singlewithDependent","grad"
"black","inc300325",0,"woman","singlewithDependent","grad"
"latino","inc300325",0,"woman","singlewithDependent","grad"
"other","inc300325",0,"woman","singlewithDependent","grad"
"white","inc300325",0,"man","Couple","grad"
"black","inc300325",0,"man","Couple","grad"
"latino","inc300325",0,"man","Couple","grad"
"other","inc300325",0,"man","Couple","grad"
"white","inc300325",0,"woman","Couple","grad"
"black","inc300325",0,"woman","Couple","grad"
"latino","inc300325",0,"woman","Couple","grad"
"other","inc300325",0,"woman","Couple","grad"
"white","inc325250",0,"man","single","noHS"
"black","inc325250",0,"man","single","noHS"
"latino","inc325250",0,"man","single","noHS"
"other","inc325250",0,"man","single","noHS"
"white","inc325250",0,"woman","single","noHS"
"black","inc325250",0,"woman","single","noHS"
"latino","inc325250",0,"woman","single","noHS"
"other","inc325250",0,"woman","single","noHS"
"white","inc325250",0,"man","singlewithDependent","noHS"
"black","inc325250",0,"man","singlewithDependent","noHS"
"latino","inc325250",0,"man","singlewithDependent","noHS"
"other","inc325250",0,"man","singlewithDependent","noHS"
"white","inc325250",0,"woman","singlewithDependent","noHS"
"black","inc325250",0,"woman","singlewithDependent","noHS"
"latino","inc325250",0,"woman","singlewithDependent","noHS"
"other","inc325250",0,"woman","singlewithDependent","noHS"
"white","inc325250",0,"man","Couple","noHS"
"black","inc325250",0,"man","Couple","noHS"
"latino","inc325250",0,"man","Couple","noHS"
"other","inc325250",0,"man","Couple","noHS"
"white","inc325250",0,"woman","Couple","noHS"
"black","inc325250",0,"woman","Couple","noHS"
"latino","inc325250",0,"woman","Couple","noHS"
"other","inc325250",0,"woman","Couple","noHS"
"white","inc325250",0,"man","single","HS"
"black","inc325250",0,"man","single","HS"
"latino","inc325250",0,"man","single","HS"
"other","inc325250",0,"man","single","HS"
"white","inc325250",0,"woman","single","HS"
"black","inc325250",0,"woman","single","HS"
"latino","inc325250",0,"woman","single","HS"
"other","inc325250",0,"woman","single","HS"
"white","inc325250",0,"man","singlewithDependent","HS"
"black","inc325250",0,"man","singlewithDependent","HS"
"latino","inc325250",0,"man","singlewithDependent","HS"
"other","inc325250",0,"man","singlewithDependent","HS"
"white","inc325250",0,"woman","singlewithDependent","HS"
"black","inc325250",0,"woman","singlewithDependent","HS"
"latino","inc325250",0,"woman","singlewithDependent","HS"
"other","inc325250",0,"woman","singlewithDependent","HS"
"white","inc325250",0,"man","Couple","HS"
"black","inc325250",0,"man","Couple","HS"
"latino","inc325250",0,"man","Couple","HS"
"other","inc325250",0,"man","Couple","HS"
"white","inc325250",0,"woman","Couple","HS"
"black","inc325250",0,"woman","Couple","HS"
"latino","inc325250",0,"woman","Couple","HS"
"other","inc325250",0,"woman","Couple","HS"
"white","inc325250",0,"man","single","someCollege"
"black","inc325250",0,"man","single","someCollege"
"latino","inc325250",0,"man","single","someCollege"
"other","inc325250",0,"man","single","someCollege"
"white","inc325250",0,"woman","single","someCollege"
"black","inc325250",0,"woman","single","someCollege"
"latino","inc325250",0,"woman","single","someCollege"
"other","inc325250",0,"woman","single","someCollege"
"white","inc325250",0,"man","singlewithDependent","someCollege"
"black","inc325250",0,"man","singlewithDependent","someCollege"
"latino","inc325250",0,"man","singlewithDependent","someCollege"
"other","inc325250",0,"man","singlewithDependent","someCollege"
"white","inc325250",0,"woman","singlewithDependent","someCollege"
"black","inc325250",0,"woman","singlewithDependent","someCollege"
"latino","inc325250",0,"woman","singlewithDependent","someCollege"
"other","inc325250",0,"woman","singlewithDependent","someCollege"
"white","inc325250",1,"man","Couple","someCollege"
"black","inc325250",0,"man","Couple","someCollege"
"latino","inc325250",0,"man","Couple","someCollege"
"other","inc325250",0,"man","Couple","someCollege"
"white","inc325250",0,"woman","Couple","someCollege"
"black","inc325250",0,"woman","Couple","someCollege"
"latino","inc325250",0,"woman","Couple","someCollege"
"other","inc325250",0,"woman","Couple","someCollege"
"white","inc325250",0,"man","single","BA"
"black","inc325250",0,"man","single","BA"
"latino","inc325250",0,"man","single","BA"
"other","inc325250",0,"man","single","BA"
"white","inc325250",0,"woman","single","BA"
"black","inc325250",0,"woman","single","BA"
"latino","inc325250",0,"woman","single","BA"
"other","inc325250",0,"woman","single","BA"
"white","inc325250",0,"man","singlewithDependent","BA"
"black","inc325250",0,"man","singlewithDependent","BA"
"latino","inc325250",0,"man","singlewithDependent","BA"
"other","inc325250",0,"man","singlewithDependent","BA"
"white","inc325250",0,"woman","singlewithDependent","BA"
"black","inc325250",0,"woman","singlewithDependent","BA"
"latino","inc325250",0,"woman","singlewithDependent","BA"
"other","inc325250",0,"woman","singlewithDependent","BA"
"white","inc325250",0,"man","Couple","BA"
"black","inc325250",0,"man","Couple","BA"
"latino","inc325250",0,"man","Couple","BA"
"other","inc325250",0,"man","Couple","BA"
"white","inc325250",1,"woman","Couple","BA"
"black","inc325250",0,"woman","Couple","BA"
"latino","inc325250",0,"woman","Couple","BA"
"other","inc325250",0,"woman","Couple","BA"
"white","inc325250",1,"man","single","grad"
"black","inc325250",0,"man","single","grad"
"latino","inc325250",0,"man","single","grad"
"other","inc325250",0,"man","single","grad"
"white","inc325250",0,"woman","single","grad"
"black","inc325250",0,"woman","single","grad"
"latino","inc325250",0,"woman","single","grad"
"other","inc325250",0,"woman","single","grad"
"white","inc325250",0,"man","singlewithDependent","grad"
"black","inc325250",0,"man","singlewithDependent","grad"
"latino","inc325250",0,"man","singlewithDependent","grad"
"other","inc325250",0,"man","singlewithDependent","grad"
"white","inc325250",0,"woman","singlewithDependent","grad"
"black","inc325250",0,"woman","singlewithDependent","grad"
"latino","inc325250",0,"woman","singlewithDependent","grad"
"other","inc325250",0,"woman","singlewithDependent","grad"
"white","inc325250",0,"man","Couple","grad"
"black","inc325250",0,"man","Couple","grad"
"latino","inc325250",0,"man","Couple","grad"
"other","inc325250",0,"man","Couple","grad"
"white","inc325250",0,"woman","Couple","grad"
"black","inc325250",0,"woman","Couple","grad"
"latino","inc325250",0,"woman","Couple","grad"
"other","inc325250",0,"woman","Couple","grad"
"white","inc350375",0,"man","single","noHS"
"black","inc350375",0,"man","single","noHS"
"latino","inc350375",0,"man","single","noHS"
"other","inc350375",0,"man","single","noHS"
"white","inc350375",0,"woman","single","noHS"
"black","inc350375",0,"woman","single","noHS"
"latino","inc350375",0,"woman","single","noHS"
"other","inc350375",0,"woman","single","noHS"
"white","inc350375",0,"man","singlewithDependent","noHS"
"black","inc350375",0,"man","singlewithDependent","noHS"
"latino","inc350375",0,"man","singlewithDependent","noHS"
"other","inc350375",0,"man","singlewithDependent","noHS"
"white","inc350375",0,"woman","singlewithDependent","noHS"
"black","inc350375",0,"woman","singlewithDependent","noHS"
"latino","inc350375",0,"woman","singlewithDependent","noHS"
"other","inc350375",0,"woman","singlewithDependent","noHS"
"white","inc350375",0,"man","Couple","noHS"
"black","inc350375",0,"man","Couple","noHS"
"latino","inc350375",0,"man","Couple","noHS"
"other","inc350375",0,"man","Couple","noHS"
"white","inc350375",0,"woman","Couple","noHS"
"black","inc350375",0,"woman","Couple","noHS"
"latino","inc350375",0,"woman","Couple","noHS"
"other","inc350375",0,"woman","Couple","noHS"
"white","inc350375",0,"man","single","HS"
"black","inc350375",0,"man","single","HS"
"latino","inc350375",0,"man","single","HS"
"other","inc350375",0,"man","single","HS"
"white","inc350375",0,"woman","single","HS"
"black","inc350375",0,"woman","single","HS"
"latino","inc350375",0,"woman","single","HS"
"other","inc350375",0,"woman","single","HS"
"white","inc350375",0,"man","singlewithDependent","HS"
"black","inc350375",0,"man","singlewithDependent","HS"
"latino","inc350375",0,"man","singlewithDependent","HS"
"other","inc350375",0,"man","singlewithDependent","HS"
"white","inc350375",0,"woman","singlewithDependent","HS"
"black","inc350375",0,"woman","singlewithDependent","HS"
"latino","inc350375",0,"woman","singlewithDependent","HS"
"other","inc350375",0,"woman","singlewithDependent","HS"
"white","inc350375",0,"man","Couple","HS"
"black","inc350375",0,"man","Couple","HS"
"latino","inc350375",0,"man","Couple","HS"
"other","inc350375",0,"man","Couple","HS"
"white","inc350375",0,"woman","Couple","HS"
"black","inc350375",0,"woman","Couple","HS"
"latino","inc350375",0,"woman","Couple","HS"
"other","inc350375",0,"woman","Couple","HS"
"white","inc350375",0,"man","single","someCollege"
"black","inc350375",0,"man","single","someCollege"
"latino","inc350375",0,"man","single","someCollege"
"other","inc350375",0,"man","single","someCollege"
"white","inc350375",0,"woman","single","someCollege"
"black","inc350375",0,"woman","single","someCollege"
"latino","inc350375",0,"woman","single","someCollege"
"other","inc350375",0,"woman","single","someCollege"
"white","inc350375",0,"man","singlewithDependent","someCollege"
"black","inc350375",0,"man","singlewithDependent","someCollege"
"latino","inc350375",0,"man","singlewithDependent","someCollege"
"other","inc350375",0,"man","singlewithDependent","someCollege"
"white","inc350375",0,"woman","singlewithDependent","someCollege"
"black","inc350375",0,"woman","singlewithDependent","someCollege"
